split,class,filename,source_group,source_filename
test,burn_1st_degree,burn_1st_degree_kg2_1034.jpg,burn_1st_degree_kg2_1034.jpg,img975.jpg
test,burn_1st_degree,burn_1st_degree_kg2_109.jpg,burn_1st_degree_kg2_109.jpg,img1167.jpg
test,burn_1st_degree,burn_1st_degree_kg2_116.jpg,burn_1st_degree_kg2_116.jpg,img1175.jpg
test,burn_1st_degree,burn_1st_degree_kg2_127.jpg,burn_1st_degree_kg2_127.jpg,img119.jpg
test,burn_1st_degree,burn_1st_degree_kg2_159.jpg,burn_1st_degree_kg2_159.jpg,img1233.jpg
test,burn_1st_degree,burn_1st_degree_kg2_180.jpg,burn_1st_degree_kg2_180.jpg,img1260.jpg
test,burn_1st_degree,burn_1st_degree_kg2_194.jpg,burn_1st_degree_kg2_194.jpg,img1285.jpg
test,burn_1st_degree,burn_1st_degree_kg2_231.jpg,burn_1st_degree_kg2_231.jpg,img1338.jpg
test,burn_1st_degree,burn_1st_degree_kg2_240.jpg,burn_1st_degree_kg2_240.jpg,img1352.jpg
test,burn_1st_degree,burn_1st_degree_kg2_245.jpg,burn_1st_degree_kg2_245.jpg,img1363.jpg
test,burn_1st_degree,burn_1st_degree_kg2_253.jpg,burn_1st_degree_kg2_253.jpg,img1371.jpg
test,burn_1st_degree,burn_1st_degree_kg2_258.jpg,burn_1st_degree_kg2_258.jpg,img1379.jpg
test,burn_1st_degree,burn_1st_degree_kg2_29.jpg,burn_1st_degree_kg2_29.jpg,img1045.jpg
test,burn_1st_degree,burn_1st_degree_kg2_294.jpg,burn_1st_degree_kg2_294.jpg,img1419.jpg
test,burn_1st_degree,burn_1st_degree_kg2_305.jpg,burn_1st_degree_kg2_305.jpg,img1434.jpg
test,burn_1st_degree,burn_1st_degree_kg2_309.jpg,burn_1st_degree_kg2_309.jpg,img144.jpg
test,burn_1st_degree,burn_1st_degree_kg2_322.jpg,burn_1st_degree_kg2_322.jpg,img157.jpg
test,burn_1st_degree,burn_1st_degree_kg2_323.jpg,burn_1st_degree_kg2_323.jpg,img158.jpg
test,burn_1st_degree,burn_1st_degree_kg2_325.jpg,burn_1st_degree_kg2_325.jpg,img16.jpg
test,burn_1st_degree,burn_1st_degree_kg2_341.jpg,burn_1st_degree_kg2_341.jpg,img177.jpg
test,burn_1st_degree,burn_1st_degree_kg2_355.jpg,burn_1st_degree_kg2_355.jpg,img192.jpg
test,burn_1st_degree,burn_1st_degree_kg2_359.jpg,burn_1st_degree_kg2_359.jpg,img198.jpg
test,burn_1st_degree,burn_1st_degree_kg2_36.jpg,burn_1st_degree_kg2_36.jpg,img1056.jpg
test,burn_1st_degree,burn_1st_degree_kg2_37.jpg,burn_1st_degree_kg2_37.jpg,img1058.jpg
test,burn_1st_degree,burn_1st_degree_kg2_390.jpg,burn_1st_degree_kg2_390.jpg,img23.jpg
test,burn_1st_degree,burn_1st_degree_kg2_391.jpg,burn_1st_degree_kg2_391.jpg,img230.jpg
test,burn_1st_degree,burn_1st_degree_kg2_430.jpg,burn_1st_degree_kg2_430.jpg,img271.jpg
test,burn_1st_degree,burn_1st_degree_kg2_463.jpg,burn_1st_degree_kg2_463.jpg,img307.jpg
test,burn_1st_degree,burn_1st_degree_kg2_480.jpg,burn_1st_degree_kg2_480.jpg,img325.jpg
test,burn_1st_degree,burn_1st_degree_kg2_496.jpg,burn_1st_degree_kg2_496.jpg,img342.jpg
test,burn_1st_degree,burn_1st_degree_kg2_501.jpg,burn_1st_degree_kg2_501.jpg,img347.jpg
test,burn_1st_degree,burn_1st_degree_kg2_516.jpg,burn_1st_degree_kg2_516.jpg,img362.jpg
test,burn_1st_degree,burn_1st_degree_kg2_523.jpg,burn_1st_degree_kg2_523.jpg,img369.jpg
test,burn_1st_degree,burn_1st_degree_kg2_543.jpg,burn_1st_degree_kg2_543.jpg,img389.jpg
test,burn_1st_degree,burn_1st_degree_kg2_546.jpg,burn_1st_degree_kg2_546.jpg,img391.jpg
test,burn_1st_degree,burn_1st_degree_kg2_548.jpg,burn_1st_degree_kg2_548.jpg,img393.jpg
test,burn_1st_degree,burn_1st_degree_kg2_554.jpg,burn_1st_degree_kg2_554.jpg,img399.jpg
test,burn_1st_degree,burn_1st_degree_kg2_569.jpg,burn_1st_degree_kg2_569.jpg,img415.jpg
test,burn_1st_degree,burn_1st_degree_kg2_572.jpg,burn_1st_degree_kg2_572.jpg,img418.jpg
test,burn_1st_degree,burn_1st_degree_kg2_595.jpg,burn_1st_degree_kg2_595.jpg,img443.jpg
test,burn_1st_degree,burn_1st_degree_kg2_599.jpg,burn_1st_degree_kg2_599.jpg,img447.jpg
test,burn_1st_degree,burn_1st_degree_kg2_60.jpg,burn_1st_degree_kg2_60.jpg,img1092.jpg
test,burn_1st_degree,burn_1st_degree_kg2_600.jpg,burn_1st_degree_kg2_116.jpg,img448.jpg
test,burn_1st_degree,burn_1st_degree_kg2_631.jpg,burn_1st_degree_kg2_37.jpg,img480.jpg
test,burn_1st_degree,burn_1st_degree_kg2_633.jpg,burn_1st_degree_kg2_633.jpg,img482.jpg
test,burn_1st_degree,burn_1st_degree_kg2_643.jpg,burn_1st_degree_kg2_643.jpg,img492.jpg
test,burn_1st_degree,burn_1st_degree_kg2_665.jpg,burn_1st_degree_kg2_665.jpg,img514.jpg
test,burn_1st_degree,burn_1st_degree_kg2_668.jpg,burn_1st_degree_kg2_668.jpg,img518.jpg
test,burn_1st_degree,burn_1st_degree_kg2_679.jpg,burn_1st_degree_kg2_679.jpg,img529.jpg
test,burn_1st_degree,burn_1st_degree_kg2_680.jpg,burn_1st_degree_kg2_680.jpg,img53.jpg
test,burn_1st_degree,burn_1st_degree_kg2_683.jpg,burn_1st_degree_kg2_683.jpg,img532.jpg
test,burn_1st_degree,burn_1st_degree_kg2_693.jpg,burn_1st_degree_kg2_693.jpg,img541.jpg
test,burn_1st_degree,burn_1st_degree_kg2_699.jpg,burn_1st_degree_kg2_699.jpg,img547.jpg
test,burn_1st_degree,burn_1st_degree_kg2_716.jpg,burn_1st_degree_kg2_716.jpg,img565.jpg
test,burn_1st_degree,burn_1st_degree_kg2_72.jpg,burn_1st_degree_kg2_72.jpg,img111.jpg
test,burn_1st_degree,burn_1st_degree_kg2_720.jpg,burn_1st_degree_kg2_720.jpg,img569.jpg
test,burn_1st_degree,burn_1st_degree_kg2_724.jpg,burn_1st_degree_kg2_724.jpg,img574.jpg
test,burn_1st_degree,burn_1st_degree_kg2_738.jpg,burn_1st_degree_kg2_738.jpg,img590.jpg
test,burn_1st_degree,burn_1st_degree_kg2_743.jpg,burn_1st_degree_kg2_743.jpg,img596.jpg
test,burn_1st_degree,burn_1st_degree_kg2_744.jpg,burn_1st_degree_kg2_744.jpg,img597.jpg
test,burn_1st_degree,burn_1st_degree_kg2_75.jpg,burn_1st_degree_kg2_75.jpg,img1117.jpg
test,burn_1st_degree,burn_1st_degree_kg2_765.jpg,burn_1st_degree_kg2_322.jpg,img621.jpg
test,burn_1st_degree,burn_1st_degree_kg2_796.jpg,burn_1st_degree_kg2_796.jpg,img655.jpg
test,burn_1st_degree,burn_1st_degree_kg2_799.jpg,burn_1st_degree_kg2_799.jpg,img659.jpg
test,burn_1st_degree,burn_1st_degree_kg2_802.jpg,burn_1st_degree_kg2_322.jpg,img661.jpg
test,burn_1st_degree,burn_1st_degree_kg2_803.jpg,burn_1st_degree_kg2_803.jpg,img663.jpg
test,burn_1st_degree,burn_1st_degree_kg2_807.jpg,burn_1st_degree_kg2_807.jpg,img668.jpg
test,burn_1st_degree,burn_1st_degree_kg2_815.jpg,burn_1st_degree_kg2_815.jpg,img676.jpg
test,burn_1st_degree,burn_1st_degree_kg2_823.jpg,burn_1st_degree_kg2_823.jpg,img687.jpg
test,burn_1st_degree,burn_1st_degree_kg2_825.jpg,burn_1st_degree_kg2_825.jpg,img689.jpg
test,burn_1st_degree,burn_1st_degree_kg2_828.jpg,burn_1st_degree_kg2_828.jpg,img691.jpg
test,burn_1st_degree,burn_1st_degree_kg2_837.jpg,burn_1st_degree_kg2_837.jpg,img702.jpg
test,burn_1st_degree,burn_1st_degree_kg2_853.jpg,burn_1st_degree_kg2_853.jpg,img720.jpg
test,burn_1st_degree,burn_1st_degree_kg2_858.jpg,burn_1st_degree_kg2_858.jpg,img73.jpg
test,burn_1st_degree,burn_1st_degree_kg2_860.jpg,burn_1st_degree_kg2_796.jpg,img733.jpg
test,burn_1st_degree,burn_1st_degree_kg2_882.jpg,burn_1st_degree_kg2_882.jpg,img767.jpg
test,burn_1st_degree,burn_1st_degree_kg2_888.jpg,burn_1st_degree_kg2_888.jpg,img775.jpg
test,burn_1st_degree,burn_1st_degree_kg2_891.jpg,burn_1st_degree_kg2_323.jpg,img780.jpg
test,burn_1st_degree,burn_1st_degree_kg2_896.jpg,burn_1st_degree_kg2_896.jpg,img786.jpg
test,burn_1st_degree,burn_1st_degree_kg2_910.jpg,burn_1st_degree_kg2_910.jpg,img806.jpg
test,burn_1st_degree,burn_1st_degree_kg2_911.jpg,burn_1st_degree_kg2_911.jpg,img808.jpg
test,burn_1st_degree,burn_1st_degree_kg2_918.jpg,burn_1st_degree_kg2_918.jpg,img817.jpg
test,burn_1st_degree,burn_1st_degree_kg2_927.jpg,burn_1st_degree_kg2_927.jpg,img828.jpg
test,burn_1st_degree,burn_1st_degree_kg2_935.jpg,burn_1st_degree_kg2_543.jpg,img837.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_100.jpg,burn_2nd_degree_kg2_100.jpg,img1157.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_1001.jpg,burn_2nd_degree_kg2_1001.jpg,img924.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_1018.jpg,burn_2nd_degree_kg2_1018.jpg,img952.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_1023.jpg,burn_2nd_degree_kg2_1023.jpg,img96.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_1031.jpg,burn_2nd_degree_kg2_1031.jpg,img972.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_1035.jpg,burn_2nd_degree_kg2_1035.jpg,img977.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_1039.jpg,burn_1st_degree_kg2_480.jpg,img981.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_1044.jpg,burn_2nd_degree_kg2_1044.jpg,img988.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_1050.jpg,burn_2nd_degree_kg2_1050.jpg,img998.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_121.jpg,burn_2nd_degree_kg2_121.jpg,img1181.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_125.jpg,burn_1st_degree_kg2_322.jpg,img1187.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_146.jpg,burn_2nd_degree_kg2_146.jpg,img1217.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_157.jpg,burn_1st_degree_kg2_858.jpg,img1231.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_167.jpg,burn_2nd_degree_kg2_167.jpg,img1244.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_172.jpg,burn_2nd_degree_kg2_172.jpg,img1251.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_193.jpg,burn_2nd_degree_kg2_193.jpg,img1284.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_203.jpg,burn_2nd_degree_kg2_203.jpg,img1298.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_236.jpg,burn_1st_degree_kg2_480.jpg,img1347.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_243.jpg,burn_2nd_degree_kg2_243.jpg,img1359.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_250.jpg,burn_2nd_degree_kg2_250.jpg,img1369.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_251.jpg,burn_2nd_degree_kg2_251.jpg,img137.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_267.jpg,burn_2nd_degree_kg2_1044.jpg,img1388.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_269.jpg,burn_2nd_degree_kg2_269.jpg,img139.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_278.jpg,burn_2nd_degree_kg2_278.jpg,img1401.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_288.jpg,burn_2nd_degree_kg2_288.jpg,img1411.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_299.jpg,burn_2nd_degree_kg2_299.jpg,img1424.jpeg
test,burn_2nd_degree,burn_2nd_degree_kg2_301.jpg,burn_2nd_degree_kg2_301.jpg,img1427.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_348.jpg,burn_2nd_degree_kg2_348.jpg,img184.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_365.jpg,burn_2nd_degree_kg2_301.jpg,img203.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_373.jpg,burn_2nd_degree_kg2_373.jpg,img214.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_377.jpg,burn_2nd_degree_kg2_377.jpg,img218.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_397.jpg,burn_2nd_degree_kg2_397.jpg,img237.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_406.jpg,burn_2nd_degree_kg2_406.jpg,img247.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_42.jpg,burn_2nd_degree_kg2_397.jpg,img1065.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_423.jpg,burn_2nd_degree_kg2_423.jpg,img265.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_445.jpg,burn_2nd_degree_kg2_445.jpg,img289.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_467.jpg,burn_2nd_degree_kg2_467.jpg,img311.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_481.jpg,burn_2nd_degree_kg2_481.jpg,img326.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_487.jpg,burn_2nd_degree_kg2_146.jpg,img333.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_488.jpg,burn_2nd_degree_kg2_488.jpg,img335.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_503.jpg,burn_2nd_degree_kg2_503.jpg,img349.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_505.jpg,burn_2nd_degree_kg2_505.jpg,img350.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_508.jpg,burn_2nd_degree_kg2_508.jpg,img353.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_528.jpg,burn_2nd_degree_kg2_528.jpg,img374.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_532.jpg,burn_2nd_degree_kg2_488.jpg,img379.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_584.jpg,burn_2nd_degree_kg2_278.jpg,img431.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_589.jpg,burn_2nd_degree_kg2_397.jpg,img437.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_598.jpg,burn_2nd_degree_kg2_598.jpg,img446.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_623.jpg,burn_2nd_degree_kg2_623.jpg,img472.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_625.jpg,burn_2nd_degree_kg2_625.jpg,img474.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_628.jpg,burn_1st_degree_kg2_240.jpg,img477.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_63.jpg,burn_1st_degree_kg2_391.jpg,img1097.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_651.jpg,burn_2nd_degree_kg2_651.jpg,img5.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_691.jpg,burn_2nd_degree_kg2_691.jpg,img54.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_696.jpg,burn_2nd_degree_kg2_696.jpg,img544.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_71.jpg,burn_2nd_degree_kg2_71.jpg,img1106.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_717.jpg,burn_2nd_degree_kg2_717.jpg,img566.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_726.jpg,burn_2nd_degree_kg2_726.jpg,img577.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_739.jpg,burn_2nd_degree_kg2_739.jpg,img591.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_749.jpg,burn_2nd_degree_kg2_749.jpg,img600.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_753.jpg,burn_2nd_degree_kg2_505.jpg,img606.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_782.jpg,burn_2nd_degree_kg2_782.jpg,img64.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_80.jpg,burn_2nd_degree_kg2_80.jpg,img1124.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_81.jpg,burn_2nd_degree_kg2_81.jpg,img1125.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_811.jpg,burn_2nd_degree_kg2_811.jpg,img671.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_821.jpg,burn_2nd_degree_kg2_821.jpg,img684.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_838.jpg,burn_2nd_degree_kg2_838.jpg,img704.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_842.jpg,burn_2nd_degree_kg2_842.jpg,img709.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_848.jpg,burn_2nd_degree_kg2_1023.jpg,img714.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_870.jpg,burn_2nd_degree_kg2_870.jpg,img75.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_883.jpg,burn_2nd_degree_kg2_883.jpg,img77.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_89.jpg,burn_2nd_degree_kg2_89.jpg,img1134.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_932.jpg,burn_1st_degree_kg2_599.jpg,img832.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_941.jpg,burn_2nd_degree_kg2_488.jpg,img846.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_942.jpg,burn_2nd_degree_kg2_942.jpg,img847.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_956.jpg,burn_2nd_degree_kg2_956.jpg,img862.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_957.jpg,burn_2nd_degree_kg2_957.jpg,img864.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_97.jpg,burn_1st_degree_kg2_75.jpg,img1152.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_976.jpg,burn_2nd_degree_kg2_976.jpg,img890.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_980.jpg,burn_2nd_degree_kg2_980.jpg,img899.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_982.jpg,burn_2nd_degree_kg2_982.jpg,img900.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_988.jpg,burn_2nd_degree_kg2_988.jpg,img909.jpg
test,burn_2nd_degree,burn_2nd_degree_kg2_998.jpg,burn_2nd_degree_kg2_998.jpg,img921.jpg
test,burn_3rd_degree,burn_3rd_degree_kg2_1021.jpg,burn_3rd_degree_kg2_1021.jpg,img957.jpg
test,burn_3rd_degree,burn_3rd_degree_kg2_1024.jpg,burn_3rd_degree_kg2_1024.jpg,img960.jpg
test,burn_3rd_degree,burn_3rd_degree_kg2_1026.jpg,burn_3rd_degree_kg2_1026.jpg,img967.jpg
test,burn_3rd_degree,burn_3rd_degree_kg2_1040.jpg,burn_3rd_degree_kg2_1040.jpg,img983.jpg
test,burn_3rd_degree,burn_3rd_degree_kg2_168.jpg,burn_3rd_degree_kg2_168.jpg,img1245.jpg
test,burn_3rd_degree,burn_3rd_degree_kg2_174.jpg,burn_3rd_degree_kg2_174.jpg,img1254.jpg
